FIPS Code,Percent adults fully vaccinated against COVID-19,"Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Med_HH_Income_Percent_of_State_Total_2019,"Unemployment Rate, 2019","Median Household Income, 2019","Population Density, 2020","Average Household Size, 2020","Average Household Size of Owner-Occupied Unit, 2020","Average Household Size of Renter-Occupied Unit, 2020",Estimated percent of people of all ages in poverty 2019,Estimated percent of people age 0-17 in poverty 2019,Estimated percent of related children age 5-17 in families in poverty 2019,Percent Under 5 years,Percent 5 to 9 years,Percent 65 to 74 years,Percent 75 to 84 years,Percent 85 years and over,Percent 18 years and over,Percent 65 years and over,Median Age,Percent Male,Percent Female,Percent Households with 1+ Persons with Disability,Percent Total Civilian Noninstitutionalized Population - with a disability 65 and over ,Percent Total Civilian Noninstitutionalized Population - with a disability ,Percent of Households with Internet At Home,Percent Total Households with a computer ,Percent Total Households with a broadband Internet subscription ,Percent of Households with Limited English Speaking Status,Percent of Population with No Health Insurance Coverage,"Percent of Civilian Employed Population 16 Years and Over in Educational Instruction, and Library Occupations",Percent of Civilian Employed Population 16 Years and Over in Food Preparation and Serving Related Occupations,Percent of Civilian Employed Population 16 Years and Over in Healthcare Support Occupations,Percent of Civilian Employed Population 16 Years and Over in Healthcare Practitioners and Technical Occupations,"Percent of Civilian Employed Population 16 Years and Over in Natural Resources, Construction, and Maintenance Occupations",Percent of Civilian Employed Population 16 Years and Over in Protective Service Occupations,"Percent of Civilian Employed Population 16 Years and Over in Production, Transportation and Material Moving Occupations",Latitude,Longitude,Population,Average Household Size of Owner-Occupied Unit,Average Household Size of Renter-Occupied Unit,Percent Renter-occupied Units,"Percent Population Enrollment in - Nursery, Preschool",Percent Population Enrollment in - Kindergarten,Percent Population Enrollment in - Grade 1-4,Percent Population Enrollment in - Grade 5-8,Percent Population Enrollment in - Grade 9-12,Percent Population Enrollment in - College,Percent Population Enrollment in - Grad/Prof,Percent Population Enrollment in - Elementary school (grades 1-8),Percent Population Enrollment in - High school (grades 9-12),Percent Population Enrollment in - College or graduate school,Percent Grandparents responsible for grandchildren,Percent Total Households - With Supplemental Security Income,Percent Total Households - With cash public assistance income,Percent Total Households - With Food Stamp/SNAP benefits in the past 12 months,Percent Total Population - Worked at home,Percent population with Income to Poverty Ratio < 0.50,Percent population with Income to Poverty Ratio 0.50-0.99,Percent population with Income to Poverty Ratio 1.00-1.24,Percent population with Income to Poverty Ratio 1.50-1.84,Percent population with Income to Poverty Ratio 1.85-1.99,Percent population with Income to Poverty Ratio 2.00+,"Percentage of families whose income in the past 12 months is below the poverty level with female householder, no husband present) - With related children of the householder under 18 years","Percentage of families whose income in the past 12 months is below the poverty level with female householder, no husband present) - With related children of the householder under 5 years only",Percentage of people whose income in the past 12 months is below the poverty level - 65 years and over,Percentage of people whose income in the past 12 months is below the poverty level - Related children of the householder under 5 years,Percent Households: Income Below Poverty Level ,Percentage of people whose income in the past 12 months is below the poverty level,Percent of Civilian noninstitutionalized population with Health Coverage,Percent of Total Civilian Noninstitutionalized Population - With health insurance coverage,Percent of Total Civilian Noninstitutionalized Population - With private health insurance,Percent of Total Civilian Noninstitutionalized Population - With public coverage,Percent of Total Civilian Noninstitutionalized Population - No health insurance coverage
5097,0.291,20.20338058,36.36907578,29.93868637,13.48885918,0.0434,0.0147,0.004,0.0029,0,0.9093,80.76499176,4.6,39591,34.87325247,2.73,2.75,2.68,19.9,31,29.7,0.046145251,0.053854749,0.151284916,0.090502793,0.026703911,0.816089385,0.26849162,50.4,0.500335196,0.499664804,47.4,252.3288074,514.362569,61.3,649.1034438,512.5569961,1.3,10.2,6.7,4.9,1,6.8,2.9,1.7,19.6,34.5388,-93.6596,8950,2.28,2.66,18.7,0.01698324,0.008268156,0.038882682,0.03575419,0.051061453,0.017988827,0.004469274,0.074636872,0.051061453,0.022458101,0.017094972,6.164203612,0.540229885,0.100164204,0.010726257,0.05273743,0.156759777,0.058882682,0.119106145,0.017653631,0.52,68.4,69.2,11.9,26,20.4,21.3,0.984916201,0.884469274,0.494413408,0.56122905,0.100446927
22097,0.284,23.28265572,41.19210434,20.77354813,14.75169086,0.0221,0.0018,0.0007,0.4147,0,0.5436,77.48101807,6,39599,10.95289483,2.47,2.47,2.47,22.6,29.6,27.5,0.073907084,0.06989131,0.091857837,0.047648247,0.018083009,0.731640456,0.157589092,36.7,0.482590295,0.517409705,23.2,115.7448235,278.3860084,63.9,675.6240838,549.2916156,3.1,10,6.1,4.4,4.2,7.8,1.3,2.1,16.8,30.5988,-92.0059,83172,2.7,2.66,31.7,0.016628192,0.018551917,0.057819939,0.065178185,0.054838167,0.021798201,0.003751262,0.122998124,0.054838167,0.025549464,0.00788727,5.666356877,0.528996283,0.035873606,0.011674602,0.120605492,0.136151589,0.05778387,0.077802626,0.029348819,0.497354879,64.4,85.4,19.8,44.2,27.6,26.2,0.986257394,0.887798778,0.582984658,0.400266917,0.098458616
5075,0.29,15.86962318,38.64992523,30.07391548,15.40653706,0.0155,0.0027,0.0015,0.0112,0.0001,0.9526,80.79151154,4.1,39604,16.33712376,2.79,2.79,2.8,18.4,27,26.9,0.056740589,0.058553387,0.106894676,0.05921808,0.027191975,0.774669164,0.193304731,40.8,0.49616291,0.50383709,43.8,132.8881105,349.5555071,69.3,479.1329103,411.0794835,0,6.6,8.2,5.5,4,4.8,2.3,2,20.6,36.0412,-91.1071,16549,2.49,2.45,32.7,0.017221584,0.012750015,0.050939634,0.050093661,0.049610248,0.056861442,0.00713034,0.101033295,0.049610248,0.063991782,0.012931295,6.515120968,0.550403226,0.09375,0.01105807,0.05172518,0.09916007,0.069007191,0.087497734,0.040727536,0.535802768,36.1,9,9.9,18.7,16.5,15.6,0.981932443,0.917578101,0.540093057,0.505106049,0.064354342
29119,0.184,22.44898033,41.33483887,24.75570107,11.46047974,0.1158,0.0264,0.0151,0.0182,0.0222,0.7727,69.04575348,3.4,39615,10.79518704,2.54,2.49,2.71,18.5,28.8,27.5,0.069923624,0.066236503,0.091739092,0.042533579,0.018479501,0.746203143,0.152752173,37.8,0.51163199,0.48836801,34.1,84.63704156,221.344263,55.2,393.7462368,275.8676905,3.6,18.7,4.1,5.2,2.6,3,2.6,2,28.3,36.6287,-94.3483,22782,2.7,2.81,31.4,0.010929681,0.008339917,0.052453692,0.055789659,0.063822316,0.025590378,0.001185146,0.10824335,0.063822316,0.026775525,0.019576859,7.347864769,0.37633452,0.06227758,0.020937582,0.073259591,0.110086911,0.080107102,0.095733474,0.047098587,0.488499693,47.9,40.9,10,37.9,17.2,18.6,0.992494074,0.80647002,0.49245018,0.400272145,0.186024054
54007,0.104,19.55023956,46.26794434,19.23444939,14.94736862,0.0022,0.0034,0,0.0075,0.0013,0.9684,81.48749542,7.4,39651,18.93951433,2.52,2.56,2.41,18.3,24.7,23.8,0.051726568,0.057223397,0.131430585,0.070049331,0.022903453,0.802889359,0.224383369,45.9,0.504721635,0.495278365,36.7,136.6610075,266.7033714,68,398.4237014,349.2965861,0.1,5.4,3.9,6.5,4.3,3,4,1.7,15.8,38.6999,-80.7193,14190,2.45,2.5,19.3,0.004651163,0.009090909,0.049894292,0.040169133,0.062156448,0.008527132,0.005073996,0.090063425,0.062156448,0.013601128,0.024383369,4.72605042,0.33697479,0.134453782,0.02149401,0.069415081,0.144467935,0.063424947,0.058562368,0.034390416,0.536856942,38.4,8.7,10.6,31.9,20.2,22,0.97491191,0.921916843,0.583791402,0.494573643,0.052995067
54001,0.03,14.68655682,47.34505463,22.35837364,15.61001587,0.0093,0.0029,0.0077,0.0088,0,0.9547,81.60874939,5.9,39710,8.128280055,2.52,2.42,2.71,18.4,25.1,23.4,0.051283593,0.050862743,0.114350989,0.06072266,0.018878134,0.799675344,0.193951783,41.7,0.491192208,0.508807792,33.2,64.631925,152.6311852,69.8,278.124397,234.2044283,0.2,4.9,5.2,7.1,8,7.6,2.9,1.7,13.9,39.133,-80.003,16633,2.57,2.47,28,0.01040101,0.007274695,0.043527926,0.051824686,0.045151205,0.052185415,0.000240486,0.095352612,0.045151205,0.0524259,0.003547165,5.95480226,0.532015066,0.078154426,0.014068418,0.08693561,0.112246738,0.047976913,0.069139662,0.042325498,0.544219323,69,93.1,11.4,45.1,19.2,20.8,0.989959719,0.941261348,0.575121746,0.505621355,0.048698371
13317,0.079,16.31062317,43.9953804,25.92378807,13.77020741,0.0506,0,0.0039,0.4259,0,0.5093,64.1097641,4.7,39716,9.076778703,2.44,2.43,2.5,19.6,31.2,29.7,0.055973182,0.055160504,0.125660301,0.072429907,0.030475416,0.786062576,0.228565624,45.1,0.484660707,0.515339293,32.5,109.1980136,199.8669524,48,309.3120203,234.5780857,0.3,14.7,4.9,3.8,7.6,5.4,2.5,4.6,23.8,33.7819,-82.7432,9844,2.24,2.89,32.5,0.016863064,0.019402682,0.048862251,0.047033726,0.056277936,0.022856562,0.007415685,0.095895977,0.056277936,0.030272247,0.010564811,5.635977337,0.416430595,0.135977337,0.013409183,0.06562373,0.167411621,0.036976839,0.108289313,0.01269809,0.510666396,49,0,15.7,45.1,20.2,23.7,0.990857375,0.845286469,0.548963836,0.43244616,0.145570906
5113,0.238,15.07863045,36.54735565,34.27737808,14.09663391,0.0659,0.0135,0.0028,0.0047,0,0.876,81.03223419,4.2,39722,6.346587852,2.58,2.54,2.75,20.2,28.9,24.2,0.058674231,0.058574699,0.129640689,0.07400219,0.020752463,0.767492784,0.224395342,43.9,0.483726486,0.516273514,43.5,207.3424636,515.3720192,70.5,787.039277,631.2008581,1.3,10.5,8.7,4.9,2.3,6,2.2,1,19.8,34.4859,-94.2281,20094,2.43,2.4,23.3,0.017766497,0.012043396,0.048472181,0.050761421,0.054045984,0.018662287,0.004379417,0.099233602,0.054045984,0.023041704,0.010002986,7.314108252,0.536823425,0.117125111,0.011147606,0.067582363,0.168657311,0.064845227,0.094057928,0.032596795,0.493629939,73.7,72.8,13.3,34.8,22.6,23.8,0.99387877,0.88976809,0.501891112,0.5613616,0.10411068
29067,0.157,17.90252113,43.9908371,27.29639626,10.81024742,0.0086,0.005,0.0008,0.0023,0,0.98,69.32113647,5.1,39773,14.52336894,2.24,2.22,2.3,18.7,26.8,25.3,0.056515858,0.06358034,0.136254321,0.074252217,0.028558545,0.782579288,0.239065083,47.3,0.49962423,0.50037577,43,240.4059891,480.8119783,64.2,638.0736036,506.4679534,0.4,15.5,2.9,6.1,1.8,3.7,2.7,1.6,23.9,36.9326,-92.4988,13306,2.55,2.64,20.2,0.017059973,0.015556892,0.046896137,0.04824891,0.048023448,0.02051706,0.003457087,0.095145047,0.048023448,0.023974147,0.006613558,5.225839268,0.285859613,0.145473042,0.015406583,0.07041936,0.130542612,0.084924094,0.093491658,0.056290395,0.461445964,55.2,48.1,17,33.4,19.8,20.4,0.991206974,0.837441756,0.494213137,0.48594619,0.153765219
37131,0.351,19.59581184,38.49796677,28.13312912,13.77309418,0.0227,0.003,0.0028,0.5632,0,0.3873,69.31240082,5,39777,3.166332713,2.56,2.5,2.7,21.6,37.2,34.2,0.04326682,0.049533741,0.141532137,0.082572947,0.026571744,0.822671212,0.250676827,49.6,0.48626291,0.51373709,38.7,131.2216799,277.5655609,53,442.2372708,315.127157,0.2,13.7,6.7,3.9,4.6,6.7,2.3,4.1,18.3,36.4178,-77.3969,19946,2.15,2.42,31.6,0.007319763,0.010628697,0.036097463,0.039255991,0.055098767,0.026621879,0.005414619,0.075353454,0.055098767,0.032036499,0.013987767,4.016447368,0.347744361,0.040413534,0.011982352,0.093352051,0.104231425,0.056402286,0.061064875,0.036247869,0.526972827,51.2,88.8,12.2,45.6,21,20.7,0.95813697,0.826732177,0.537050035,0.43347037,0.131404793
40067,0.35,16.81667519,41.44955063,27.02510643,14.70866871,0.1057,0.0555,0.0002,0.0138,0,0.7775,73.07106018,3.1,39785,3.423462101,2.33,2.3,2.4,20.8,30.8,28.8,0.065768107,0.065930497,0.114322832,0.062357908,0.023871387,0.75641442,0.200552127,41.5,0.503734979,0.496265021,44.6,207.166321,461.5755011,66.9,619.9029206,502.7533985,1.6,17.7,7.2,6,3.6,5.8,2.2,1.3,21.5,34.111,-97.8358,6158,2.49,2.65,27.9,0.01672621,0.018025333,0.046930822,0.056349464,0.056187074,0.027119195,0.003410198,0.103280286,0.056187074,0.030529393,0.015589477,4.295289855,0.402173913,0.22826087,0.019486846,0.119194544,0.089152322,0.077947386,0.084443001,0.035563495,0.501299123,57.4,51.5,11.3,37.3,20.8,21.4,0.976453394,0.803182852,0.474179929,0.46232543,0.173270542
40075,0.437,15.28610802,37.23455811,30.24801445,17.23131752,0.1181,0.0475,0.0064,0.034,0.001,0.7422,73.0765686,3.6,39788,9.000593262,2.28,2.31,2.2,21.9,30.3,30.6,0.061332433,0.070447896,0.10972316,0.066396579,0.018455998,0.762885438,0.194575737,42.9,0.49966239,0.50033761,38.8,228.7022089,540.5419607,70.9,862.7369225,745.5751182,1,14,6.5,5.9,2.8,6,2.8,0.6,14.1,34.9164,-98.9809,8886,2.44,2.4,27.9,0.014404682,0.014629755,0.048728337,0.042876435,0.063020482,0.0243079,0.001800585,0.091604772,0.063020482,0.026108485,0.014742291,5.130747126,0.390804598,0.112068966,0.021719559,0.105896916,0.127278866,0.057843799,0.063920774,0.060207067,0.50821517,72.4,45.2,16.1,38.3,22.7,24,0.977605222,0.840760747,0.582039163,0.43101508,0.136844474
12029,0.222,21.56142807,43.26654434,24.77847862,10.39354992,0.0406,0.0001,0.0023,0.0876,0.0004,0.8408,67.2201767,4,39793,8.551783642,2.54,2.61,2.33,22.2,30.5,28.3,0.044246187,0.059075291,0.135149798,0.07161372,0.020676352,0.819036711,0.22743987,46.5,0.559949364,0.440050636,46.1,164.6891541,385.6324243,59.3,568.3757369,417.9978061,0.9,16.2,5.5,3.2,3.5,4.9,2.6,7.4,18.5,29.6082,-83.1588,16589,2.34,2.18,21.4,0.012417867,0.01525107,0.044848996,0.032672253,0.049008379,0.018807644,0.00132618,0.077521249,0.049008379,0.020133824,0.025438544,3.356037152,0.267801858,0.108359133,0.020374947,0.079329676,0.111037434,0.053589728,0.06299355,0.040207366,0.47881126,58.3,69.6,9.1,42.3,22.9,21.2,0.904876726,0.758394117,0.417626138,0.489480981,0.146482609
22081,0.252,19.24006844,43.16062164,23.7132988,13.88601017,0.0238,0,0,0.3911,0,0.567,77.88604736,4.9,39806,5.526508604,2.41,2.41,2.4,23.9,33.7,30.6,0.063747811,0.077174548,0.106946877,0.051371862,0.029071804,0.754232341,0.187390543,39.4,0.469702277,0.530297723,38.3,75.88957695,191.4299871,67.6,308.8529295,262.6132337,0,10.9,4.2,3.3,5.1,3.6,3.9,4.5,17.3,32.0931,-93.3399,8565,2.58,2.27,26.4,0.015294804,0.013660245,0.056158786,0.05242265,0.049153532,0.048219498,0.001984822,0.108581436,0.049153532,0.05020432,0.018680677,6.447418738,0.619502868,0.072657744,0.010741389,0.12247519,0.123409224,0.096322242,0.08056042,0.026503211,0.467950963,70.2,13.3,18.5,36.1,24.9,25.3,0.982253357,0.874956217,0.497022767,0.488849971,0.10729714
1023,0.378,18.61935806,37.6782074,31.77189445,11.93053913,0.0041,0.0006,0.0013,0.4255,0,0.5638,76.89247131,4.7,39808,0.275372597,2.23,2.3,2.05,22.6,30.4,28.3,0.052533849,0.048588008,0.128433269,0.074274662,0.023365571,0.79860735,0.226073501,46.3,0.475435203,0.524564797,46.1,270.3589753,625.834351,62.2,739.872023,594.7165271,0,10.3,7.5,5,2.8,6.8,2.7,2.9,21.6,32.0198,-88.2632,12925,2.4,2.41,19.1,0.010367505,0.007504836,0.041856867,0.047659574,0.049206963,0.033191489,0.001856867,0.089516441,0.049206963,0.035048356,0.031257253,4.394693201,0.466003317,0.032338308,0.006034816,0.086034816,0.143597679,0.047272727,0.098568665,0.023597679,0.517446809,63.5,63.2,9.8,42.1,22.7,23.3,0.990019342,0.887659574,0.581044487,0.485880077,0.102359768
41025,0.354,8.416306496,36.57711792,36.5959053,18.41067123,0.0511,0.0138,0,0.0048,0.0003,0.8704,59.55343246,5.2,39874,21.63904402,2.44,2.48,2.3,14.2,20.1,19.8,0.052566396,0.067840925,0.137195541,0.081326545,0.020366038,0.793725058,0.238888124,45.9,0.514104858,0.485895142,40.5,2889.56355,5493.7827,78.5,10341.02556,9167.140363,0.2,5.9,3.6,6.5,2.7,7,2.7,3.2,9.8,43.0641,-118.968,7267,2.22,2.1,27.8,0.022292555,0.016925829,0.046924453,0.0328884,0.048438145,0.024631898,0.006467593,0.079812853,0.048438145,0.031099491,0.003440209,4.900302115,0.409365559,0.182779456,0.04210816,0.057382689,0.045961194,0.045135544,0.121508188,0.042658594,0.591027934,39.8,72.4,5.4,12,11.5,10.5,0.98486308,0.927205174,0.620751342,0.483005367,0.057657906
45027,0.327,21.5210228,36.52514267,26.87551498,15.0783186,0.031,0.0009,0.0059,0.4723,0,0.4772,70.79489136,3.7,39900,9.952770785,2.94,2.89,3.04,25.1,41.8,40.1,0.047795742,0.061990164,0.137173484,0.071472745,0.019141856,0.804841417,0.227788085,45.1,0.492946962,0.507053038,43.9,144.1145219,369.1053912,71.1,497.3409278,429.2418396,0.4,10.9,6.1,4.3,3.8,8.1,1.9,2.3,20.6,33.6658,-80.2164,33957,2.49,2.4,23,0.010307153,0.016314751,0.045793209,0.041346409,0.046323291,0.026621904,0.004034514,0.087139618,0.046323291,0.030656418,0.016167506,4.208826351,0.547809402,0.038055644,0.01278087,0.089466089,0.129987926,0.064670024,0.072474011,0.03298289,0.520098949,57.8,57.3,14.1,37.4,23.1,22.9,0.957740672,0.853550078,0.513031187,0.50104544,0.104190594
1013,0.27,14.95043087,45.18416595,23.72820091,16.13720322,0.014,0.0006,0.0035,0.4503,0,0.516,77.15516663,3.7,39944,55.36507148,2.42,2.39,2.46,21.6,34.6,32.8,0.057948356,0.065160379,0.115392374,0.054821465,0.026477708,0.775317732,0.196691547,40.8,0.457988703,0.542011297,29.9,144.801675,326.5394465,65.8,484.1266933,426.3886744,0.3,8.7,5.3,6.4,3.3,6.3,1.8,1.4,26.1,31.7524,-86.6803,19828,3.04,2.9,30,0.011599758,0.011347589,0.052350212,0.044936454,0.054569296,0.026830744,0.002067783,0.097286665,0.054569296,0.028898527,0.0127093,6.035250464,0.520408163,0.072356215,0.004841638,0.06314303,0.158614081,0.066421223,0.068892475,0.03217672,0.525267299,43,13.8,12.3,40.6,20.5,22.5,0.985374218,0.89993948,0.631632036,0.43307444,0.085434739
37107,0.367,20.31857491,31.93062973,32.82677841,14.92401695,0.0778,0.0019,0.0049,0.3866,0.0002,0.4922,69.60862732,3.7,39947,1.597522272,1.95,2.05,1.7,23.1,37.1,33.2,0.057174572,0.067675664,0.111530058,0.059059835,0.024702234,0.77480795,0.195292128,42.7,0.479579252,0.520420748,43,88.19984137,241.1609125,76.4,354.4020056,317.650554,2.5,12.5,5.1,3.7,5.6,6.9,1.4,2.3,20.2,35.2388,-77.6412,56756,2.4,2.38,40.7,0.013284939,0.016244979,0.056522658,0.046232997,0.052769751,0.046832053,0.008122489,0.102755656,0.052769751,0.054954542,0.012879696,3.823587711,0.346382557,0.104724149,0.006941997,0.08866023,0.137500881,0.065755162,0.073965748,0.03266615,0.517901191,59.8,68.8,11.8,41,20.8,23.2,0.978028755,0.855451406,0.542850095,0.472055818,0.122577349
8055,0.275,7.592024326,29.63957024,41.62193298,21.14647293,0.3429,0.0057,0,0.0015,0,0.6113,51.81962204,5.5,39955,63.80119171,2.32,2.32,2.31,20,35.4,31.8,0.034735739,0.052852223,0.183260967,0.09192993,0.036682138,0.839197485,0.311873035,55,0.492289265,0.507710735,40.9,497.2794701,926.075043,65.3,1575.746609,1282.684886,0,9.6,5,7.9,1.2,3,4,1.8,9.9,37.6847,-104.9606,6679,2.08,1.84,28.2,0.016170085,0.012127564,0.050905824,0.038179368,0.025153466,0.033687678,0.005539751,0.089085192,0.025153466,0.039227429,0.00793532,6.274319066,0.439688716,0.245136187,0.050756101,0.057793083,0.09642162,0.064680341,0.140589909,0.035334631,0.558916005,56.6,100,12,37.1,16.5,15.8,0.978739332,0.884863003,0.516544393,0.533463093,0.093876329
47019,0.292,16.48121262,38.59038925,27.40594292,17.52245712,0.0187,0.0037,0.0045,0.017,0.0005,0.9479,71.30444336,4,39964,6.510797369,2.37,2.43,2.27,19.3,27.6,27.1,0.044300321,0.047064661,0.121719561,0.065635355,0.024436057,0.812910885,0.211790973,45.4,0.488650258,0.511349742,38.2,81.92804436,182.6661788,66.6,294.1797853,245.0166939,0.3,12.1,6.3,5.3,4.5,8.9,1.3,2.3,17.9,36.2928,-82.1275,56433,2.31,2.28,29.2,0.006113444,0.007477894,0.042280226,0.045895132,0.043999079,0.039090603,0.006432407,0.088175358,0.043999079,0.04552301,0.018978257,5.781234808,0.385026738,0.127613029,0.017046763,0.069197101,0.144844329,0.068116173,0.076125671,0.028458526,0.522690624,56.6,67,14.5,22.8,21.8,22.1,0.981517906,0.862970248,0.5386919,0.456293304,0.118547658
5011,0.389,18.96276665,41.2898941,25.41223335,14.33510685,0.1539,0,0.0006,0.288,0,0.555,81.5626297,4.1,39982,18.36285781,2.49,2.52,2.45,22.9,31.3,29.6,0.060971124,0.077708295,0.097204341,0.065569248,0.020599595,0.761265404,0.183373184,40.6,0.474250506,0.525749494,38.7,129.4303579,376.0748274,67.8,557.3082557,459.8875562,3.1,11,6.3,7,1.8,5.6,2.1,2.6,25.6,33.4664,-92.1624,10874,2.46,2.33,34.8,0.012322972,0.006897186,0.077800257,0.04524554,0.060327386,0.027312856,0.004046349,0.123045797,0.060327386,0.031359205,0.01186316,4.741416309,0.340128755,0.071888412,0.008276623,0.095181166,0.108147876,0.087364355,0.080283244,0.027864631,0.562442523,61.5,36.4,8.1,28.4,19.1,20.5,0.991355527,0.882655876,0.51149531,0.508184661,0.108699651
5093,0.272,18.85068512,38.84627914,28.46500969,13.83802414,0.0413,0.0006,0.0056,0.3374,0.0008,0.5828,81.57894897,5.1,39990,8.097965626,2.61,2.68,2.49,23,30,27.8,0.072093244,0.068556236,0.085291744,0.043963348,0.015263733,0.736647201,0.144518824,36.6,0.48511608,0.51488392,39.2,159.4078355,457.8476525,72.9,764.2052606,658.7823642,0.6,7.4,5.6,4.8,2.5,4.4,1.8,2.6,26.8,35.7638,-90.0542,42126,2.53,2.51,43.6,0.020011394,0.013815696,0.057541661,0.053126335,0.06302521,0.028201111,0.007240184,0.110667996,0.06302521,0.035441295,0.024189337,4.837367178,0.541322314,0.085301063,0.004462802,0.084627071,0.153159569,0.06836633,0.084674548,0.030836063,0.508783174,52.4,50.2,10.9,32.4,22.5,24.3,0.982196268,0.909153492,0.513815696,0.495537198,0.073042776
1099,0.275,14.35657024,47.23468018,24.93545341,13.47329807,0.0038,0.0175,0.0027,0.4236,0.0003,0.5427,77.27298737,4.8,40005,7.794360252,2.5,2.36,2.78,23.3,31.4,30.7,0.053361542,0.06412788,0.109308886,0.055054067,0.028396803,0.7767748,0.192759756,43.3,0.477668077,0.522331923,26.6,164.8584838,383.2959749,41,534.4162518,405.7766773,0,11.4,6.6,4.2,3.5,6,4,2.5,22.9,31.5709,-87.3655,21270,2.66,2.43,36.4,0.009920075,0.010249177,0.054960038,0.042924307,0.051151857,0.021250588,0.001175364,0.097884344,0.051151857,0.022425952,0.011518571,6.200455581,0.467729689,0.06302202,0.00996709,0.160977903,0.114950635,0.04141984,0.069111425,0.042689234,0.489280677,63.2,100,15.5,33.3,33.6,27.9,0.988857546,0.875881523,0.547578749,0.466713681,0.112976023
13099,0.064,19.60152435,37.13741684,28.18634605,15.07471466,0.0081,0.0029,0.0055,0.522,0,0.4522,64.58595276,4,40011,15.11587899,2.4,2.48,2.11,27.3,40.8,35.6,0.065360745,0.073603569,0.10890225,0.047711404,0.033165244,0.748157486,0.189778898,39.9,0.464798293,0.535201707,30.3,86.77466341,205.4782831,49.2,321.7357327,257.7490744,0,16.8,8.8,3.4,2.6,4.3,2.3,1.4,21.1,31.3228,-84.9037,10312,2.26,2.92,36,0.011152056,0.021334368,0.054790535,0.059154383,0.051202483,0.033747091,0.006691234,0.113944919,0.051202483,0.040438324,0.011346005,3.970760234,0.229044834,0.021442495,0.000484872,0.139643134,0.15961986,0.081846393,0.063033359,0.054305663,0.437451513,68.3,74.3,20,58.2,28.2,30.5,0.985065943,0.819239721,0.437742436,0.474786656,0.165826222
54067,0.302,13.08957767,48.01333618,23.25517845,15.64190865,0.0082,0.0037,0.0022,0.0068,0,0.9694,82.2519989,6.3,40023,28.08523655,2.29,2.38,2.09,18.8,25.1,23.2,0.051040753,0.063641439,0.130752054,0.062843927,0.024124731,0.79627562,0.217720711,45.1,0.492782519,0.507217481,39.6,163.8715449,347.5840392,78.7,576.0555776,521.1422429,0,5.8,3.5,5.5,7,6,2.7,3.7,13.3,38.2917,-80.7994,25078,2.51,2.33,20.6,0.014434963,0.007935242,0.054350427,0.041550363,0.043584018,0.024643113,0.008932132,0.09590079,0.043584018,0.033575245,0.016428742,4.838539164,0.414704469,0.153291687,0.010646782,0.068386634,0.1135258,0.05658346,0.095940665,0.045218917,0.551638887,53.1,78,10.2,47.1,17.5,18.3,0.994417418,0.936398437,0.611412393,0.526477391,0.058018981
47025,0.335,19.8794117,37.97640991,26.03203964,16.11213875,0.0132,0.0022,0.0078,0.0099,0.0016,0.9519,71.57564545,4.2,40116,6.540803771,2.17,2.19,2.04,19.7,26.7,23.4,0.052407664,0.051304677,0.119784445,0.051367705,0.022721543,0.810191605,0.193873692,43.1,0.485503593,0.514496407,39.2,98.32940398,244.47556,63.6,369.5866017,295.1655738,0.2,7.6,6.6,4.9,4.4,9,1.4,1.8,22.9,36.4859,-83.6604,31732,2.35,2.15,29.1,0.012101349,0.011439556,0.037596117,0.042449263,0.046609101,0.045632169,0.028047397,0.08004538,0.046609101,0.073679566,0.018246565,5.497102649,0.561258278,0.26531457,0.013708559,0.09696836,0.118114206,0.050989537,0.087199042,0.034665322,0.514181268,43.8,89.7,14.2,53,24.1,22.4,0.980020169,0.905552754,0.598354973,0.450523131,0.074467415
26119,0.447,13.05995369,42.94221115,30.32886696,13.66896725,0.0132,0.0118,0.0015,0.0024,0.0003,0.9586,67.41372681,8.2,40126,13.54495067,2.37,2.36,2.37,14.4,24.7,23.5,0.03432272,0.036265515,0.184673502,0.099082569,0.030005397,0.850944414,0.313761468,56.1,0.50437129,0.49562871,40.7,176.3547448,338.6500126,73.2,565.7411312,492.2345174,0,7.7,4.8,5,4.3,6.8,2.8,1,18.5,45.0276,-84.1272,9265,2.07,1.93,15.9,0.006152186,0.00701565,0.032164058,0.036481382,0.04414463,0.018348624,0.005288721,0.06864544,0.04414463,0.023637345,0.013707501,8.079854809,0.637023593,0.174228675,0.01856449,0.068321641,0.094333513,0.054937938,0.115704263,0.048354021,0.547976255,40.2,30.4,6.8,48.2,14.4,16.6,0.990717755,0.9141932,0.619751754,0.582083108,0.076524555
